Gender,State,MaritalStatus,HasChild,Salary,Rate,SingleExemp,MarriedExemp,ChildExemp
F,DE,M,N,35,31.0,0,220,0
M,OK,S,N,9,33.0,1000,0,0
F,DE,S,Y,43,31.0,110,0,110
M,SC,S,Y,30,37.0,3300,0,3300
M,NY,S,N,4,21.0,0,0,0
F,MT,S,Y,19,37.0,1900,0,1900
M,AZ,S,Y,32,20.0,2100,0,2300
M,AR,M,Y,41,37.0,0,40,20
M,LA,S,Y,7,15.0,4500,0,1000
M,ND,S,Y,30,13.0,3300,0,3300
F,SC,S,Y,22,37.0,3300,0,3300
M,ND,M,Y,10,11.0,0,6600,3300
M,PR,M,N,11,0.0,0,0,0
F,CO,S,Y,25,24.0,0,0,0
M,AZ,S,N,14,17.0,2100,0,0
M,MS,S,N,35,26.0,6000,0,0
F,MS,M,N,24,26.0,0,12000,0
M,NC,S,Y,45,41.0,3300,0,3300
F,ND,M,N,41,14.0,0,6600,0
M,MT,M,Y,38,37.0,0,3800,1900
F,VT,S,N,35,23.0,3300,0,0
F,VT,M,N,12,19.0,0,6600,0
M,ME,M,N,46,45.0,0,5700,0
M,NJ,M,N,21,9.0,0,2000,0
F,MO,M,N,31,32.0,0,4200,0
F,NE,S,Y,5,22.0,103,0,103
M,LA,S,Y,20,32.0,4500,0,1000
F,NJ,S,Y,48,14.0,1000,0,1500
M,IA,S,Y,3,6.0,40,0,40
M,SC,S,Y,30,37.0,3300,0,3300
M,IA,S,N,5,10.0,40,0,0
M,UT,S,N,40,37.0,2475,0,0
F,PA,S,N,47,16.0,0,0,0
F,CA,M,Y,14,34.0,0,174,272
M,MS,S,Y,25,26.0,6000,0,1500
F,LA,S,N,28,32.0,4500,0,0
M,CO,M,N,5,24.0,0,0,0
F,ID,M,Y,25,41.0,0,6600,3300
M,RI,S,N,36,0.0,0,0,0
M,DC,S,N,36,48.0,1370,0,0
M,SD,M,N,26,0.0,0,0,0
M,IN,S,Y,1,18.0,1000,0,1000
F,NJ,M,N,15,8.0,0,2000,0
F,ND,M,Y,23,12.0,0,6600,3300
F,CA,S,Y,32,49.0,87,0,272
F,MN,S,N,7,28.0,3300,0,0
F,WY,S,N,3,0.0,0,0,0
M,WY,S,N,42,0.0,0,0,0
M,MO,M,Y,48,32.0,0,4200,1200
F,SD,S,Y,32,0.0,0,0,0
F,VA,M,N,44,30.0,0,1800,0
M,RI,M,N,24,0.0,0,0,0
M,IL,M,N,15,16.0,0,4000,0
M,VA,S,Y,39,30.0,900,0,900
M,WY,S,Y,44,0.0,0,0,0
M,AL,M,N,49,26.0,0,3000,0
M,SC,M,N,28,37.0,0,6600,0
F,MO,M,Y,21,32.0,0,4200,1200
F,MT,M,Y,30,37.0,0,3800,1900
F,AK,M,Y,46,0.0,0,0,0
M,OH,S,N,27,12.0,1300,0,0
M,SD,S,N,46,0.0,0,0,0
M,MD,M,N,14,25.0,0,4800,0
M,AK,M,N,33,0.0,0,0,0
M,NV,M,Y,25,0.0,0,0,0
F,RI,S,Y,11,0.0,0,0,0
M,TN,S,N,20,0.0,0,0,0
M,PR,S,N,35,0.0,0,0,0
F,OR,S,N,3,48.0,159,0,0
M,OK,S,Y,27,33.0,1000,0,1000
M,KS,S,N,7,19.0,2250,0,0
F,NH,M,Y,16,0.0,0,0,0
F,OH,M,N,22,10.0,0,2600,0
F,KY,M,N,7,14.0,0,40,0
F,NC,S,N,48,41.0,3300,0,0
M,AR,S,Y,34,37.0,20,0,20
F,IN,S,N,37,18.0,1000,0,0
M,WI,M,Y,26,28.0,0,1400,400
M,PA,S,Y,14,16.0,0,0,0
M,NC,M,Y,0,32.0,0,6600,3300
M,CT,S,Y,8,26.0,12750,0,0
M,VT,S,N,43,25.0,3300,0,0
F,KS,S,Y,40,34.0,2250,0,2250
F,NV,M,Y,36,0.0,0,0,0
F,IN,M,N,35,18.0,0,2000,0
F,OK,S,Y,26,33.0,1000,0,1000
F,FL,S,Y,2,0.0,0,0,0
F,CO,S,N,43,24.0,0,0,0
M,VA,S,Y,10,30.0,900,0,900
M,MD,M,N,19,25.0,0,4800,0
F,OH,M,Y,14,8.0,0,2600,1300
M,AK,M,Y,20,0.0,0,0,0
M,MT,S,N,1,8.0,1900,0,0
M,NH,S,Y,29,0.0,0,0,0
M,ME,S,N,41,45.0,2850,0,0
M,DE,S,N,3,12.0,110,0,0
F,MO,M,N,11,32.0,0,4200,0
F,CA,S,N,20,49.0,87,0,0
M,NJ,M,N,47,13.0,0,2000,0
F,ME,M,Y,20,45.0,0,5700,2850
F,DC,S,Y,3,24.0,1370,0,1370
M,NY,M,Y,9,21.0,0,0,1000
F,LA,S,N,36,32.0,4500,0,0
M,PA,M,N,21,16.0,0,0,0
M,ME,M,Y,41,45.0,0,5700,2850
M,OR,S,Y,41,48.0,159,0,159
M,KY,S,Y,22,23.0,20,0,20
F,NC,S,N,38,39.0,3300,0,0
M,WV,M,Y,24,30.0,0,4000,2000
F,NC,S,Y,31,37.0,3300,0,3300
F,MD,S,N,33,25.0,2400,0,0
M,GA,S,N,26,32.0,2700,0,0
M,IN,S,N,23,18.0,1000,0,0
M,FL,S,Y,22,0.0,0,0,0
F,ID,M,Y,11,41.0,0,6600,3300
M,CO,M,Y,19,24.0,0,0,0
M,PA,M,Y,35,16.0,0,0,0
M,KS,S,N,29,34.0,2250,0,0
M,WY,M,Y,3,0.0,0,0,0
F,CT,S,N,6,26.0,12750,0,0
M,RI,M,N,14,0.0,0,0,0
M,SD,M,Y,33,0.0,0,0,0
F,WY,S,N,23,0.0,0,0,0
M,AL,S,Y,43,26.0,1500,0,300
F,MT,S,Y,40,37.0,1900,0,1900
M,NH,M,Y,14,0.0,0,0,0
M,VA,M,N,27,30.0,0,1800,0
F,DE,M,Y,14,20.0,0,220,110
F,PR,S,N,41,0.0,0,0,0
M,TX,S,Y,23,0.0,0,0,0
F,NM,M,N,0,9.0,0,6600,0
F,WA,S,N,28,0.0,0,0,0
M,MD,M,Y,28,25.0,0,4800,2400
M,MI,S,Y,30,20.0,3100,0,3100
M,HI,M,N,23,44.0,0,2080,0
M,NC,M,N,35,38.0,0,6600,0
F,ME,M,Y,47,45.0,0,5700,2850
F,MS,S,Y,43,26.0,6000,0,1500
F,IL,S,N,6,16.0,2000,0,0
F,AK,S,N,1,0.0,0,0,0
M,KY,S,N,32,29.0,20,0,0
F,HI,S,Y,36,44.0,1040,0,1040
M,NH,S,N,25,0.0,0,0,0
M,WA,S,N,32,0.0,0,0,0
F,CO,S,Y,5,24.0,0,0,0
M,NH,M,Y,23,0.0,0,0,0
M,MI,M,N,35,20.0,0,6200,0
M,NJ,M,Y,23,9.0,0,2000,1500
F,MT,S,N,38,37.0,1900,0,0
F,SC,S,N,23,37.0,3300,0,0
M,MN,S,Y,17,32.0,3300,0,3300
M,GA,S,Y,32,32.0,2700,0,3000
M,SD,S,Y,12,0.0,0,0,0
F,ND,S,Y,38,14.0,3300,0,3300
F,SC,S,N,4,27.0,3300,0,0
F,VA,M,N,10,30.0,0,1800,0
M,PR,S,N,33,0.0,0,0,0
M,OK,S,N,27,33.0,1000,0,0
M,IA,S,N,16,28.0,40,0,0
M,IL,S,Y,47,16.0,2000,0,2000
M,MA,M,N,25,28.0,0,7150,0
F,IL,M,N,8,16.0,0,4000,0
M,FL,M,N,28,0.0,0,0,0
F,TN,S,Y,29,0.0,0,0,0
M,TX,M,Y,31,0.0,0,0,0
F,DE,M,N,46,31.0,0,220,0
F,MD,S,N,42,25.0,2400,0,0
F,NH,S,Y,2,0.0,0,0,0
M,MN,S,Y,49,42.0,3300,0,3300
F,NJ,S,Y,42,13.0,1000,0,1500
M,CA,S,N,31,49.0,87,0,0
F,NJ,S,N,46,13.0,1000,0,0
M,VA,M,N,32,30.0,0,1800,0
M,NY,S,N,1,21.0,0,0,0
F,SC,S,N,33,37.0,3300,0,0
M,MD,M,N,5,25.0,0,4800,0
F,NE,M,Y,13,36.0,0,206,103
F,OH,S,N,49,20.0,1300,0,0
F,MD,M,Y,29,25.0,0,4800,2400
F,SC,M,N,11,37.0,0,6600,0
F,MA,M,N,7,28.0,0,7150,0
M,DE,S,N,42,31.0,110,0,0
F,CO,S,N,9,24.0,0,0,0
M,WY,S,Y,22,0.0,0,0,0
M,MA,M,Y,27,28.0,0,7150,1000
M,GA,S,Y,0,6.0,2700,0,3000
M,DC,M,Y,10,38.0,0,2740,1370
M,ID,M,N,17,41.0,0,6600,0
F,VA,S,N,5,22.0,900,0,0
M,ME,M,N,35,45.0,0,5700,0
F,VA,M,Y,20,30.0,0,1800,900
F,AL,M,Y,28,26.0,0,3000,300
M,IA,S,N,16,29.0,40,0,0
F,OK,M,Y,24,33.0,0,2000,1000
M,NJ,M,Y,38,12.0,0,2000,1500
F,CO,S,N,0,24.0,0,0,0
F,IL,S,Y,29,16.0,2000,0,2000
M,WA,M,N,6,0.0,0,0,0
F,PA,S,N,29,16.0,0,0,0
M,AK,S,Y,44,0.0,0,0,0
M,ME,S,Y,45,45.0,2850,0,2850
F,NH,M,N,21,0.0,0,0,0
M,MD,M,Y,37,25.0,0,4800,2400
F,RI,S,N,36,0.0,0,0,0
M,CA,S,Y,23,49.0,87,0,272
M,PR,S,Y,19,0.0,0,0,0
M,VA,M,Y,38,30.0,0,1800,900
M,GA,S,Y,9,32.0,2700,0,3000
M,IL,S,Y,41,16.0,2000,0,2000
M,VA,S,Y,9,30.0,900,0,900
M,DE,M,Y,26,29.0,0,220,110
M,DC,M,N,44,48.0,0,2740,0
F,NC,S,N,18,35.0,3300,0,0
M,TX,M,Y,28,0.0,0,0,0
M,AZ,M,N,44,22.0,0,4200,0
F,IL,S,Y,5,16.0,2000,0,2000
F,IN,M,N,25,18.0,0,2000,0
M,WA,S,N,39,0.0,0,0,0
F,DC,S,N,26,48.0,1370,0,0
M,CA,M,Y,32,49.0,0,174,272
F,DE,S,N,14,20.0,110,0,0
F,KS,M,N,12,29.0,0,4500,0
F,KS,M,N,19,34.0,0,4500,0
M,SD,M,Y,40,0.0,0,0,0
F,AL,M,N,3,26.0,0,3000,0
M,TX,S,Y,27,0.0,0,0,0
F,CT,M,N,11,26.0,0,24500,0
F,DE,M,N,21,25.0,0,220,0
F,DE,M,N,24,28.0,0,220,0
F,AL,M,Y,44,26.0,0,3000,300
M,WV,M,N,17,25.0,0,4000,0
M,DC,M,Y,38,48.0,0,2740,1370
F,MT,M,Y,44,37.0,0,3800,1900
F,NV,M,N,45,0.0,0,0,0
F,MN,M,N,20,34.0,0,6600,0
F,TX,S,N,24,0.0,0,0,0
M,KY,S,Y,28,27.0,20,0,20
F,WI,M,Y,32,30.0,0,1400,400
M,OR,M,Y,13,48.0,0,318,159
M,ID,S,N,40,41.0,3300,0,0
M,IL,S,Y,47,16.0,2000,0,2000
F,CO,M,N,4,24.0,0,0,0
F,NH,S,N,32,0.0,0,0,0
M,OK,M,Y,34,33.0,0,2000,1000
F,AZ,S,Y,18,17.0,2100,0,2300
F,WV,M,N,32,34.0,0,4000,0
M,SD,S,Y,17,0.0,0,0,0
M,WI,M,N,21,27.0,0,1400,0
M,TN,S,Y,7,0.0,0,0,0
M,TX,S,Y,42,0.0,0,0,0
M,RI,M,Y,0,0.0,0,0,0
M,NY,M,N,11,21.0,0,0,0
F,MA,S,Y,19,28.0,3575,0,1000
F,VA,M,N,7,28.0,0,1800,0
F,UT,M,N,23,37.0,0,4950,0
F,MN,S,Y,30,40.0,3300,0,3300
M,RI,M,Y,13,0.0,0,0,0
M,KY,S,N,10,16.0,20,0,0
F,SD,S,N,42,0.0,0,0,0
M,MD,M,N,12,25.0,0,4800,0
M,GA,S,Y,12,32.0,2700,0,3000
M,TX,S,Y,19,0.0,0,0,0
F,MO,M,Y,9,32.0,0,4200,1200
M,WV,M,N,36,34.0,0,4000,0
M,AR,S,Y,19,37.0,20,0,20
F,ME,S,N,25,45.0,2850,0,0
F,CA,M,N,47,49.0,0,174,0
M,CA,S,N,49,49.0,87,0,0
F,CA,M,Y,29,49.0,0,174,272
M,IL,S,Y,9,16.0,2000,0,2000
F,OR,M,N,35,48.0,0,318,0
F,UT,M,Y,43,37.0,0,4950,2475
F,CT,S,Y,34,26.0,12750,0,0
M,NH,S,N,24,0.0,0,0,0
M,NM,M,Y,36,28.0,0,6600,3300
F,WY,M,Y,3,0.0,0,0,0
M,MI,M,Y,39,20.0,0,6200,3100
F,ND,S,Y,48,15.0,3300,0,3300
F,NH,M,Y,19,0.0,0,0,0
F,OH,S,Y,13,7.0,1300,0,1300
F,IN,S,N,29,18.0,1000,0,0
F,ND,S,N,34,13.0,3300,0,0
F,PR,S,N,20,0.0,0,0,0
M,PA,M,N,22,16.0,0,0,0
F,KY,S,Y,45,32.0,20,0,20
F,MI,M,Y,41,20.0,0,6200,3100
F,ID,M,Y,34,41.0,0,6600,3300
M,SC,S,Y,3,25.0,3300,0,3300
M,WI,S,Y,39,31.0,700,0,400
M,SD,M,Y,33,0.0,0,0,0
M,CA,M,N,5,11.0,0,174,0
F,KS,S,Y,14,33.0,2250,0,2250
F,PR,S,N,13,0.0,0,0,0
F,SD,S,Y,16,0.0,0,0,0
F,MI,S,N,34,20.0,3100,0,0
F,TX,S,Y,15,0.0,0,0,0
F,CO,S,N,33,24.0,0,0,0
M,KS,S,Y,21,34.0,2250,0,2250
M,DC,M,Y,42,48.0,0,2740,1370
M,NV,S,Y,29,0.0,0,0,0
F,SD,S,N,19,0.0,0,0,0
F,ID,S,N,39,41.0,3300,0,0
M,TN,S,N,4,0.0,0,0,0
M,TX,S,N,18,0.0,0,0,0
F,MD,S,N,38,25.0,2400,0,0
M,LA,M,N,9,22.0,0,9000,0
F,HI,S,N,19,43.0,1040,0,0
M,MN,S,Y,18,33.0,3300,0,3300
M,VA,M,N,37,30.0,0,1800,0
M,DC,S,Y,24,48.0,1370,0,1370
M,OK,S,N,38,33.0,1000,0,0
M,IN,M,N,5,18.0,0,2000,0
F,WY,M,N,15,0.0,0,0,0
M,IA,S,N,9,17.0,40,0,0
M,LA,M,Y,19,32.0,0,9000,1000
F,NM,M,N,3,12.0,0,6600,0
F,WY,M,Y,8,0.0,0,0,0
M,CO,M,Y,37,24.0,0,0,0
F,CA,M,Y,43,49.0,0,174,272
M,IL,S,N,33,16.0,2000,0,0
M,NC,S,N,41,40.0,3300,0,0
F,AL,S,Y,40,26.0,1500,0,300
M,ID,M,Y,11,41.0,0,6600,3300
M,AL,S,N,47,26.0,1500,0,0
F,AL,M,N,14,26.0,0,3000,0
F,SC,M,N,36,37.0,0,6600,0
M,NC,S,Y,12,33.0,3300,0,3300
M,KS,M,Y,3,18.0,0,4500,2250
M,UT,S,N,24,37.0,2475,0,0
F,MT,S,Y,11,37.0,1900,0,1900
F,PR,S,Y,1,0.0,0,0,0
F,AK,M,Y,5,0.0,0,0,0
M,VT,S,Y,11,19.0,3300,0,3300
M,MN,M,N,20,34.0,0,6600,0
F,AL,M,N,32,26.0,0,3000,0
F,CO,M,Y,39,24.0,0,0,0
M,KS,M,Y,26,34.0,0,4500,2250
M,NM,M,N,9,28.0,0,6600,0
M,NH,S,Y,42,0.0,0,0,0
M,WA,S,N,20,0.0,0,0,0
M,OH,M,N,6,5.0,0,2600,0
F,LA,M,Y,6,10.0,0,9000,1000
F,SC,M,Y,36,37.0,0,6600,3300
M,NJ,S,N,4,7.0,1000,0,0
F,SD,M,Y,14,0.0,0,0,0
F,LA,S,N,16,32.0,4500,0,0
F,AR,M,Y,19,37.0,0,40,20
F,RI,S,N,18,0.0,0,0,0
F,TX,M,N,33,0.0,0,0,0
M,MD,M,Y,37,25.0,0,4800,2400
F,OK,S,Y,4,30.0,1000,0,1000
M,CT,S,N,21,26.0,12750,0,0
M,AZ,S,Y,6,15.0,2100,0,2300
M,TX,S,N,5,0.0,0,0,0
F,MD,S,N,1,25.0,2400,0,0
F,NY,S,Y,16,22.0,0,0,1000
M,MO,S,Y,28,32.0,2100,0,1200
M,NV,S,N,9,0.0,0,0,0
M,MO,M,Y,48,32.0,0,4200,1200
M,WV,S,N,16,24.0,2000,0,0
M,MN,S,N,15,31.0,3300,0,0
F,AL,S,Y,40,26.0,1500,0,300
M,WV,S,N,40,34.0,2000,0,0
F,GA,S,N,32,32.0,2700,0,0
F,NY,S,N,47,24.0,0,0,0
F,TN,S,Y,49,0.0,0,0,0
F,MD,M,N,39,25.0,0,4800,0
M,IN,S,N,27,18.0,1000,0,0
F,TX,M,Y,7,0.0,0,0,0
F,WI,S,Y,20,27.0,700,0,400
M,WV,M,N,41,34.0,0,4000,0
F,MN,M,N,37,42.0,0,6600,0
M,NM,M,Y,43,28.0,0,6600,3300
M,AL,S,N,34,26.0,1500,0,0
M,AL,M,Y,26,26.0,0,3000,300
F,MI,M,N,38,20.0,0,6200,0
M,FL,M,N,36,0.0,0,0,0
F,ND,S,Y,27,12.0,3300,0,3300
F,AK,S,Y,17,0.0,0,0,0
F,LA,S,N,17,32.0,4500,0,0
M,VT,S,N,15,19.0,3300,0,0
M,WA,M,N,12,0.0,0,0,0
F,DE,S,Y,30,31.0,110,0,110
F,KS,S,Y,29,34.0,2250,0,2250
M,CO,S,Y,40,24.0,0,0,0
F,WA,S,Y,44,0.0,0,0,0
F,WA,M,N,25,0.0,0,0,0
M,SD,S,Y,13,0.0,0,0,0
M,WV,S,N,3,16.0,2000,0,0
F,OH,M,N,37,16.0,0,2600,0
F,MA,S,N,28,28.0,3575,0,0
M,KY,M,Y,26,25.0,0,40,20
F,CT,M,Y,0,16.0,0,24500,0
F,CO,M,N,22,24.0,0,0,0
M,TN,S,Y,28,0.0,0,0,0
F,OK,S,N,12,33.0,1000,0,0
M,IL,S,N,49,16.0,2000,0,0
M,MS,S,N,41,26.0,6000,0,0
M,RI,S,N,21,0.0,0,0,0
F,VT,M,N,21,20.0,0,6600,0
M,NE,S,Y,34,36.0,103,0,103
F,IL,S,Y,44,16.0,2000,0,2000
F,AZ,M,N,25,18.0,0,4200,0
F,NV,S,Y,4,0.0,0,0,0
M,OH,M,Y,14,8.0,0,2600,1300
M,AK,M,N,8,0.0,0,0,0
M,SD,M,N,3,0.0,0,0,0
M,AR,M,Y,26,37.0,0,40,20
M,WI,M,Y,43,32.0,0,1400,400
F,CA,S,Y,18,44.0,87,0,272
F,IN,S,Y,44,18.0,1000,0,1000
M,VT,S,Y,12,19.0,3300,0,3300
F,NM,S,N,1,9.0,3300,0,0
F,MO,M,Y,20,32.0,0,4200,1200
M,NM,M,Y,15,28.0,0,6600,3300
M,HI,M,N,23,44.0,0,2080,0
M,MA,S,N,40,28.0,3575,0,0
M,FL,S,Y,46,0.0,0,0,0
M,OK,M,N,11,33.0,0,2000,0
F,NE,M,N,14,36.0,0,206,0
F,NV,S,N,21,0.0,0,0,0
M,CO,S,Y,3,24.0,0,0,0
F,IA,S,Y,30,48.0,40,0,40
M,NY,M,N,11,21.0,0,0,0
M,AR,M,N,27,37.0,0,40,0
M,NE,M,N,9,29.0,0,206,0
F,OR,M,Y,33,48.0,0,318,159
F,VT,M,Y,43,25.0,0,6600,3300
M,NH,S,N,20,0.0,0,0,0
M,MT,S,N,42,37.0,1900,0,0
M,CT,S,Y,3,16.0,12750,0,0
F,MS,M,Y,46,26.0,0,12000,1500
F,RI,S,N,17,0.0,0,0,0
F,IN,S,N,39,18.0,1000,0,0
M,WA,S,N,39,0.0,0,0,0
F,UT,M,Y,40,37.0,0,4950,2475
F,AL,S,Y,14,26.0,1500,0,300
F,WI,M,Y,36,30.0,0,1400,400
M,NC,M,N,44,40.0,0,6600,0
M,IN,S,Y,20,18.0,1000,0,1000
F,DC,S,Y,11,39.0,1370,0,1370
M,IL,S,N,2,16.0,2000,0,0
M,ME,M,N,15,45.0,0,5700,0
F,TN,S,N,16,0.0,0,0,0
F,SC,M,Y,7,37.0,0,6600,3300
M,ND,M,Y,2,11.0,0,6600,3300
M,MT,M,Y,19,37.0,0,3800,1900
F,WA,S,Y,19,0.0,0,0,0
F,WV,M,N,29,34.0,0,4000,0
M,HI,S,Y,3,12.0,1040,0,1040
F,IA,S,Y,22,39.0,40,0,40
M,NJ,S,Y,20,9.0,1000,0,1500
M,UT,M,N,49,37.0,0,4950,0
F,PA,M,Y,24,16.0,0,0,0
M,OK,M,Y,17,33.0,0,2000,1000
F,ND,S,Y,4,11.0,3300,0,3300
F,MT,M,N,33,37.0,0,3800,0
M,AR,M,Y,25,37.0,0,40,20
F,NY,S,N,17,22.0,0,0,0
F,NJ,S,Y,47,13.0,1000,0,1500
M,UT,S,N,40,37.0,2475,0,0
F,NY,M,N,30,23.0,0,0,0
F,NV,M,Y,35,0.0,0,0,0
M,NC,M,N,44,40.0,0,6600,0
M,PR,M,N,14,0.0,0,0,0
M,FL,M,N,49,0.0,0,0,0
M,WV,M,N,38,34.0,0,4000,0
F,IN,S,Y,18,18.0,1000,0,1000
M,DE,M,N,15,21.0,0,220,0
F,DC,M,Y,20,48.0,0,2740,1370
M,NY,S,N,25,22.0,0,0,0
M,SD,M,N,23,0.0,0,0,0
F,DC,M,N,18,48.0,0,2740,0
M,OH,S,N,16,8.0,1300,0,0
M,PA,M,N,18,16.0,0,0,0
M,IN,M,Y,35,18.0,0,2000,1000
M,PA,M,Y,8,16.0,0,0,0
M,LA,M,N,37,32.0,0,9000,0
M,NC,M,N,44,40.0,0,6600,0
M,SC,M,N,10,37.0,0,6600,0
F,WV,M,Y,45,34.0,0,4000,2000
M,NJ,M,Y,44,13.0,0,2000,1500
F,SD,M,N,12,0.0,0,0,0
F,FL,S,Y,34,0.0,0,0,0
M,WY,M,Y,22,0.0,0,0,0
F,IA,S,Y,6,12.0,40,0,40
M,PR,M,N,21,0.0,0,0,0
F,OH,S,N,27,12.0,1300,0,0
F,SC,M,Y,36,37.0,0,6600,3300
F,RI,S,N,43,0.0,0,0,0
M,UT,M,N,6,37.0,0,4950,0
M,HI,S,Y,39,44.0,1040,0,1040
F,FL,S,N,36,0.0,0,0,0
F,OR,S,N,5,48.0,159,0,0
M,DC,M,N,33,48.0,0,2740,0
M,LA,S,N,6,13.0,4500,0,0
M,OH,M,Y,9,6.0,0,2600,1300
M,NM,M,Y,15,28.0,0,6600,3300
F,AL,M,Y,19,26.0,0,3000,300
M,MS,S,Y,25,26.0,6000,0,1500
M,NC,M,Y,10,33.0,0,6600,3300
M,TX,S,Y,46,0.0,0,0,0
M,MI,M,N,31,20.0,0,6200,0
M,HI,M,Y,38,44.0,0,2080,1040
M,IL,M,Y,22,16.0,0,4000,2000
M,IN,S,N,14,18.0,1000,0,0
F,HI,M,N,40,44.0,0,2080,0
M,WA,M,N,20,0.0,0,0,0
M,KY,S,Y,30,28.0,20,0,20
M,WA,M,Y,48,0.0,0,0,0
M,NC,S,Y,30,37.0,3300,0,3300
M,NJ,S,N,34,11.0,1000,0,0
M,OR,S,N,6,48.0,159,0,0
M,AL,S,N,24,26.0,1500,0,0
F,MT,S,N,48,37.0,1900,0,0
F,WY,S,Y,19,0.0,0,0,0
F,VA,M,N,33,30.0,0,1800,0
F,IN,S,Y,17,18.0,1000,0,1000
M,NY,M,Y,26,22.0,0,0,1000
F,MI,S,Y,28,20.0,3100,0,3100
F,CA,M,N,27,49.0,0,174,0
M,GA,S,N,4,32.0,2700,0,0
F,KS,S,N,37,34.0,2250,0,0
M,WI,S,Y,1,24.0,700,0,400
F,WV,M,Y,20,27.0,0,4000,2000
F,ND,S,N,36,14.0,3300,0,0
M,MN,S,Y,14,31.0,3300,0,3300
F,MA,M,Y,37,28.0,0,7150,1000
F,NJ,M,Y,29,10.0,0,2000,1500
M,GA,S,N,31,32.0,2700,0,0
M,RI,M,N,3,0.0,0,0,0
M,VA,S,N,27,30.0,900,0,0
F,OR,S,Y,7,48.0,159,0,159
F,LA,M,N,26,32.0,0,9000,0
F,CA,S,N,39,49.0,87,0,0
F,NY,S,Y,42,23.0,0,0,1000
M,TX,M,N,44,0.0,0,0,0
M,ND,S,Y,30,13.0,3300,0,3300
M,KS,M,Y,47,34.0,0,4500,2250
M,HI,S,N,5,16.0,1040,0,0
M,SC,S,Y,10,37.0,3300,0,3300
M,DE,M,N,17,22.0,0,220,0
M,MT,M,Y,30,37.0,0,3800,1900
F,MT,S,Y,44,37.0,1900,0,1900
F,WY,S,Y,14,0.0,0,0,0
M,ID,M,N,34,41.0,0,6600,0
M,TN,M,Y,24,0.0,0,0,0
M,NJ,M,Y,5,7.0,0,2000,1500
F,CO,S,N,44,24.0,0,0,0
M,NE,S,Y,3,17.0,103,0,103
M,AZ,M,N,35,20.0,0,4200,0
F,PR,M,Y,42,0.0,0,0,0
F,RI,M,N,47,0.0,0,0,0
F,PA,S,N,48,16.0,0,0,0
F,LA,M,Y,15,32.0,0,9000,1000
F,ND,S,Y,18,11.0,3300,0,3300
F,GA,S,N,38,32.0,2700,0,0
F,CA,S,N,16,39.0,87,0,0
F,AZ,S,Y,40,21.0,2100,0,2300
F,OH,S,N,48,20.0,1300,0,0
F,AL,S,N,49,26.0,1500,0,0
M,KS,S,Y,1,18.0,2250,0,2250
F,FL,M,Y,21,0.0,0,0,0
M,KY,M,N,22,23.0,0,40,0
M,CA,S,Y,7,15.0,87,0,272
M,NV,M,N,4,0.0,0,0,0
F,SD,S,Y,19,0.0,0,0,0
M,GA,S,N,33,32.0,2700,0,0
F,NH,M,N,19,0.0,0,0,0
M,AR,S,Y,0,5.0,20,0,20
M,IN,S,N,12,18.0,1000,0,0
F,ME,M,N,20,45.0,0,5700,0
F,VT,M,N,43,25.0,0,6600,0
F,GA,M,N,12,32.0,0,5400,0
F,ID,M,N,32,41.0,0,6600,0
M,CO,S,Y,11,24.0,0,0,0
F,HI,M,Y,43,44.0,0,2080,1040
M,ME,S,N,37,45.0,2850,0,0
F,OH,M,Y,42,18.0,0,2600,1300
F,WA,M,N,21,0.0,0,0,0
M,ID,S,Y,35,41.0,3300,0,3300
F,ME,S,N,3,18.0,2850,0,0
F,NV,S,N,33,0.0,0,0,0
F,NY,M,Y,43,23.0,0,0,1000
M,AZ,M,Y,9,16.0,0,4200,2300
M,CT,M,N,34,26.0,0,24500,0
M,IN,M,Y,46,18.0,0,2000,1000
F,ME,S,N,7,37.0,2850,0,0
M,WY,S,Y,21,0.0,0,0,0
F,VA,S,Y,19,30.0,900,0,900
F,SD,S,Y,32,0.0,0,0,0
M,LA,M,N,8,20.0,0,9000,0
F,RI,M,Y,40,0.0,0,0,0
F,WV,M,N,33,34.0,0,4000,0
F,NM,S,Y,29,28.0,3300,0,3300
M,WV,M,Y,19,26.0,0,4000,2000
F,IN,M,Y,23,18.0,0,2000,1000
M,DC,M,N,15,48.0,0,2740,0
F,UT,M,N,7,37.0,0,4950,0
M,ID,M,Y,9,37.0,0,6600,3300
F,IA,S,N,36,48.0,40,0,0
F,CO,M,N,17,24.0,0,0,0
F,NV,S,Y,43,0.0,0,0,0
F,MD,M,N,40,25.0,0,4800,0
M,NY,S,N,0,21.0,0,0,0
F,WV,S,Y,20,28.0,2000,0,2000
F,VT,S,Y,28,22.0,3300,0,3300
F,VT,M,N,38,24.0,0,6600,0
M,AZ,M,N,37,20.0,0,4200,0
F,SD,S,N,16,0.0,0,0,0
M,FL,S,N,25,0.0,0,0,0
M,DC,M,Y,10,36.0,0,2740,1370
M,SD,M,Y,6,0.0,0,0,0
F,TX,S,N,2,0.0,0,0,0
M,WA,S,N,43,0.0,0,0,0
M,HI,M,N,36,44.0,0,2080,0
F,OK,S,Y,27,33.0,1000,0,1000
F,MA,M,Y,8,28.0,0,7150,1000
M,NY,M,Y,15,22.0,0,0,1000
F,GA,S,N,32,32.0,2700,0,0
F,KS,M,N,18,34.0,0,4500,0
F,PR,M,Y,19,0.0,0,0,0
F,AL,M,N,40,26.0,0,3000,0
